Id;Name;JapName;Shirt;ShirtNational;Commentary;Country;Country2;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;OffensiveAwareness;BallControl;Dribbling;TightPossession;LowPass;LoftedPass;Finishing;Heading;PlaceKicking;Curl;Speed;Acceleration;KickingPower;Jump;PhysicalContact;Balance;Stamina;DefensiveAwareness;BallWinning;Aggression;GKAwareness;GKCatching;GKClearing;GKReflexes;GKReach;WeakFootUsage;WeakFootAcc;Form;InjuryResistance;Reputation;PlayingAttitude;Trickster;MazingRun;SpeedingBullet;IncisiveRun;LongBallExpert;EarlyCross;LongRanger;ScissorsFeint;DoubleTouch;FlipFlap;MarseilleTurn;Sombrero;CrossOverTurn;CutBehindAndTurn;ScotchMove;StepOnSkillcontrol;HeadingSpecial;LongRangeDrive;Chipshotcontrol;LongRangeShot;KnuckleShot;DippingShots;RisingShots;AcrobaticFinishing;HeelTrick;FirstTimeShot;OneTouchPass;ThroughPassing;WeightedPass;PinpointCrossing;OutsideCurler;Rabona;NoLookPass;LowLoftedPass;GKLowPunt;GKHighPunt;LongThrow;GKLongThrow;PenaltySpecialist;GKPenaltySaver;Gamesmanship;ManMarking;TrackBack;Interception;AcrobaticClear;Captaincy;SuperSub;FightingSpirit;Celebration1;Celebration2;DribblingHunching;DribblingArmMove.;RunningHunching;RunningArmMovement;CornerKicks;FreeKicks;PenaltyKick;DribbleMotion;YouthClub;OwnerClub;ContractUntil;LoanUntil;MarketValue;NationalCaps;Legend;Hand;WinnerGoldenBall;EditName;EditBasics;EditPosition;EditPositions;EditAbilities;EditPlayerSkills;EditPlayingStyle;EditCOMPlayingStyles;EditMovements;Edit1;Edit2;Edit3;Edit4;Edit5;Edit6;Edit7;Value1;Value2;Value3;Value2020_1;Value2020_2;Appearance;ListBoots;ListGloves;InEditFile;OverallStats
113809;THIERRY GRAÇA;ティエリ グラサ;THIERRY GRACA;;-1;51;0;194;82;22;False;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;42;58;60;0;58;60;40;70;55;45;59;58;67;67;70;66;56;65;51;0;70;67;68;66;70;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;55;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;60
113810;THIAGO CARDOSO;ティアゴ カルドーソ;T. CARDOSO;;-1;146;0;185;82;26;False;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;53;62;60;0;63;61;51;72;53;52;70;68;66;69;74;71;73;72;71;0;40;40;40;40;40;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;1245;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;57
113811;JOEL;ジョエル;JOEL;;-1;228;0;180;72;25;True;0;3;0;1;2;2;0;0;1;1;0;0;0;0;0;65;68;66;0;66;64;53;67;57;59;75;73;70;67;72;66;76;69;68;0;40;40;40;40;40;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;13;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;58
113813;D. YARCHUK;ドミトロ ヤルチュク;D. YARCHUK;;-1;239;0;183;64;23;False;0;4;0;0;0;0;2;1;0;0;0;1;0;0;0;61;67;64;0;68;64;59;64;55;56;70;71;69;70;69;67;73;68;65;0;40;40;40;40;40;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;16;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;56
113819;C. HUANCA;セサル ワンカ;C. HUANCA;;-1;147;0;175;72;16;False;0;12;0;0;0;0;0;0;0;0;0;0;0;1;2;67;61;60;0;59;57;69;64;56;57;69;68;66;67;63;64;68;56;51;0;40;40;40;40;40;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2;0;1;1;1;1;1;1;1;1;2543;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;54
113820;E. BARBATO;エドアルド バルバート;E. BARBATO;;-1;215;0;183;70;20;True;0;2;0;1;2;0;0;0;1;0;0;0;0;0;0;62;63;62;0;62;60;58;63;55;60;72;72;68;67;69;64;68;64;65;0;40;40;40;40;40;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;54
113822;G. MAGGIORE;ジュリオ マッジョーレ;G. MAGGIORE;;-1;215;0;184;69;19;False;0;5;0;0;0;0;2;2;1;1;1;0;0;0;0;64;71;66;0;72;67;63;62;64;68;73;73;73;67;73;65;74;58;63;0;40;40;40;40;40;3;3;5;2;2;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;1600;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;57
113827;K. WILSON;ケイン ウィルソン;WILSON;;-1;204;0;180;78;17;False;0;3;0;2;2;2;0;0;1;1;0;0;0;0;0;62;61;61;0;62;61;54;63;56;61;69;68;67;71;64;75;66;65;64;0;40;40;40;40;40;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;12;0;1;1;1;1;1;1;1;1;399;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;54
113828;M. CORREA;マクシミリアーノ コレア;M. CORREA;;-1;144;0;169;72;28;False;0;4;0;0;0;0;2;1;0;0;0;0;0;0;0;64;68;64;0;73;69;59;64;56;57;70;69;69;70;65;67;73;70;66;0;40;40;40;40;40;2;2;4;2;2;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;58
113830;N. GÓMEZ;ナウム ゴメス;N. GOMEZ;;-1;124;0;165;54;19;False;0;5;0;0;0;0;1;2;0;1;1;0;1;0;0;68;65;63;0;70;66;64;63;54;55;71;70;67;66;65;66;69;60;60;0;40;40;40;40;40;2;2;4;2;2;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;6;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;54
113831;B. LEIVA;ブリアン レイバ;B. LEIVA;;-1;147;0;174;70;19;False;0;12;0;0;0;0;0;0;0;0;0;0;0;1;2;70;63;67;0;62;60;73;68;55;56;71;71;68;67;64;64;68;58;52;0;40;40;40;40;40;2;2;4;2;2;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;14;0;1;3;2;1;1;1;1;1;2191;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;57
113836;J. ROMO;ホアキン ロモ;J. ROMO;;-1;147;0;168;62;18;False;0;5;0;0;0;0;1;2;0;0;1;0;0;0;0;68;66;67;0;70;68;60;62;62;68;69;70;71;64;68;73;70;66;69;0;40;40;40;40;40;2;2;4;2;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;8;0;2;1;2;1;1;1;1;1;2548;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;55
113839;C. O'DOWDA;カラム オドウダ;O DOWDA;;-1;214;0;180;75;22;True;0;6;0;0;0;0;0;0;2;0;1;1;0;0;0;67;68;69;0;63;66;62;60;61;60;88;88;63;63;63;69;66;53;55;0;40;40;40;40;40;2;2;4;2;2;2;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;8;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;59
113840;I. GÓMEZ;イバン ゴメス;I. GOMEZ;;-1;144;0;165;63;20;False;0;4;0;0;0;0;2;2;0;0;1;0;0;0;0;64;65;65;0;68;62;57;60;53;54;70;70;68;63;63;64;69;61;60;0;40;40;40;40;40;2;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2;0;1;1;1;1;1;1;1;1;1238;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;54
113843;J. IKONÉ;ジョナタン イコネ;IKONE;;-1;208;0;175;67;19;True;4;9;0;0;0;0;0;0;1;1;1;2;1;0;1;72;73;73;0;65;57;69;60;71;62;84;87;67;68;61;79;64;56;45;0;40;40;40;40;40;2;2;5;2;3;1;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;60;0;2;4;1;6;5;5;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;61
113845;K. FORTUNÉ;ケヴァン フォルトゥネ;FORTUNE;;-1;208;0;182;80;28;False;0;12;0;0;0;0;0;0;1;1;1;0;1;1;2;73;71;74;0;64;58;73;68;56;62;76;79;71;69;73;69;74;46;48;0;40;40;40;40;40;2;2;5;2;2;2;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;19;0;1;1;1;1;1;1;4;1;182;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;60
113854;N. FEMIA;ニコラス フェミア;N. FEMIA;;-1;144;0;183;73;21;False;0;5;0;0;0;0;1;2;0;0;1;0;0;0;0;70;67;68;0;69;66;57;60;59;63;72;73;68;71;70;72;75;64;61;0;40;40;40;40;40;1;2;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;90;0;1;1;1;1;1;1;1;1;1922;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;56
113855;N. BRIASCO;ノルベルト ブリアスコ;N. BRIASCO;;-1;144;0;179;82;21;False;0;12;0;0;0;0;0;0;0;1;0;0;1;1;2;74;71;70;0;70;68;75;74;60;69;73;70;72;72;70;70;75;66;45;0;40;40;40;40;40;2;2;6;2;2;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;1922;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;61
113857;A. MANNINGER;アレクサンダー マニンガー;MANNINGER;;-1;194;0;189;85;40;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;44;45;43;0;52;47;42;60;45;45;60;59;72;75;84;65;51;46;45;0;81;78;68;79;81;2;1;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;8;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;72
113859;C. FOGACCI;シリル フォガシ;C. FOGACCI;;-1;208;0;183;78;21;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;42;58;60;0;58;60;40;60;55;45;59;58;67;65;63;63;56;65;51;0;72;73;67;75;67;2;2;3;2;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;61
113860;T. CAMPANINI;ティボール カンパニーニ;T. CAMPANINI;;-1;208;0;177;71;19;False;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;56;63;58;0;65;69;45;75;61;62;63;62;69;70;73;64;63;73;68;0;40;40;40;40;40;2;2;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;3;8;3;8;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;55
113861;L. ALESSANDRI;リュシアン アレサンドリ;L. ALESSANDRI;;-1;208;0;180;78;20;False;0;5;0;0;0;0;1;2;0;0;1;0;0;0;0;64;74;73;0;72;67;59;60;68;68;67;66;65;63;67;74;68;58;58;0;40;40;40;40;40;2;2;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;4;1;3;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;56
113862;P. DEFRANCHI;ピエール アンジュ デフランシ;P. DEFRANCHI;;-1;208;0;180;78;20;False;0;5;0;0;0;0;1;2;0;0;1;0;0;0;0;65;72;70;0;72;69;59;63;68;68;69;68;65;63;67;73;71;58;58;0;40;40;40;40;40;2;2;5;1;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;57
113863;A. GUNN;アンガス ガン;GUNN;;-1;204;0;196;77;21;False;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;44;57;50;0;52;61;45;70;45;50;59;58;64;69;69;62;51;52;46;0;73;75;75;72;73;2;2;4;2;5;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;64;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;65
113868;M. LEIVA;マティアス レイバ;M. LEIVA;;-1;147;0;175;72;18;False;0;12;0;0;0;0;0;0;0;0;0;0;0;1;2;70;66;67;0;69;57;71;62;62;62;69;70;67;68;73;66;67;56;45;0;40;40;40;40;40;2;2;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;58
113871;G. AMIOT;グレゴワール アミョ;G. AMIOT;;-1;208;0;187;81;22;True;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;56;65;62;0;67;69;50;75;61;62;68;67;69;73;77;67;68;73;71;0;40;40;40;40;40;2;2;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;2;4;1;4;1;1;1;1;1330;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;58
113872;R. OUDIN;レミ ウダン;R. OUDIN;;-1;208;0;185;79;21;True;6;9;0;0;0;0;0;1;1;1;2;2;1;1;1;70;74;72;0;72;70;66;61;70;73;75;74;72;62;66;68;68;49;52;0;40;40;40;40;40;3;3;3;2;3;1;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;3;1;3;1;1;1;1;1;1330;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;2;-1;0;0;0;0;0;False;60
113883;M. MORENO;マルセリーノ モレノ;M. MORENO;;-1;144;0;168;65;23;False;0;10;0;0;0;0;1;2;1;1;1;1;2;0;0;72;75;78;0;73;71;66;61;69;70;79;81;72;64;66;75;75;50;53;0;40;40;40;40;40;3;3;4;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;1929;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;62
113889;M. CABIT;マニュエル カビ;M. CABIT;;-1;208;0;180;78;24;True;11;2;0;1;2;1;0;0;1;0;0;1;0;0;0;57;63;59;0;68;69;54;73;61;66;67;76;72;64;72;70;70;68;73;0;40;40;40;40;40;2;2;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;56
113890;G. BANAZIAK;ゴーティエ バナジャク;G. BANAZIAK;;-1;208;0;183;68;20;False;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;42;58;60;0;58;60;40;62;55;45;59;58;67;65;63;63;56;65;51;0;71;71;72;68;68;1;2;3;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;60
113892;Q. DAUBIN;ケンタン ドーバン;Q. DAUBIN;;-1;208;0;183;77;22;False;0;5;0;0;0;0;1;2;0;0;1;0;0;0;0;65;67;68;0;68;69;59;68;68;68;69;66;69;63;72;65;73;58;63;0;40;40;40;40;40;2;2;3;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;55
113894;L. CODDINGTON;ルーク コディントン;CODDINGTON;;-1;204;0;180;78;22;False;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;42;58;60;0;58;60;40;73;55;45;59;58;67;65;63;63;56;65;51;0;71;70;63;73;62;2;2;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;58
113895;M. HEFELE;ミハエル ヘフェル;HEFELE;;-1;210;0;192;87;27;False;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;59;66;62;0;67;65;50;81;58;55;65;61;65;73;81;70;70;79;77;0;40;40;40;40;40;3;3;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;8;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;61
113896;C. LÖWE;クリス レーヴェ;LOWE;;-1;210;0;171;68;28;True;11;2;0;0;2;0;0;0;1;0;0;0;0;0;0;66;70;69;0;68;70;54;61;68;75;82;84;72;73;63;73;79;67;69;0;40;40;40;40;40;2;2;5;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;1;0;1;1;1;3;1;1;1;1;126;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;1;-1;0;0;0;0;0;False;62
113899;R. SENHADJI;ラヤン セニャジ;R. SENHADJI;;-1;208;0;185;80;20;False;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;57;60;55;0;63;66;45;73;61;62;65;67;69;64;75;65;63;68;67;0;40;40;40;40;40;2;2;4;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;8;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;54
113900;J. RUIZ;ジャン ルイズ;J. RUIZ;;-1;208;0;188;80;19;False;8;5;0;0;1;0;1;2;0;0;1;0;0;0;0;62;66;62;0;69;70;59;70;60;64;70;72;70;70;74;65;68;68;66;0;40;40;40;40;40;2;2;3;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;1;0;3;1;3;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;32;-1;0;0;0;0;0;False;54
113901;L. BADIASHILE;ロイク バディアシル;L. BADIASHILE;;-1;208;0;185;78;19;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;42;58;60;0;58;60;40;60;55;45;59;58;67;65;74;63;56;65;51;0;67;70;63;80;77;2;2;4;2;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;63
