source,source_url,player_id,name,team,league,nationality,age,height,weight,main_position,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,attacking_prowess,ball_control,dribbling,low_pass,lofted_pass,finishing,place_kicking,swerve,header,defensive_prowess,ball_winning,kicking_power,speed,explosive_power,body_control,physical_contact,jump,stamina,goalkeeping,catching,clearing,reflexes,coverage,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
pesmaster,https://www.pesmaster.com/t-kupisz/pes-2018/player/63641/,63641,69 T. Kupisz,A.C. Cesena,Italian 2nd division,Poland,27,180,71,RWF,,,,,,,,,,,,,,,75,74,68,63,62,64,68,,57,58,72,83,81,68,68,73,40,2,40,40,40,40,71,,,3,
pesmaster,https://www.pesmaster.com/diogo-viana/pes-2018/player/63646/,63646,71 Diogo Viana,Belenenses,Portugal League,Portugal,27,173,64,RWF,,,,,,,,,,,,,,,76,78,68,70,64,69,68,,50,50,74,82,84,60,68,73,40,2,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/n-ortigoza/pes-2018/player/63647/,63647,77 N. Ortigoza,Rosario Central,Argentine League,Paraguay,33,180,79,DMF,,,,,,,,,,,,,,,78,70,79,80,65,72,72,,73,67,77,66,66,70,82,66,40,3,40,40,40,40,70,,,3,
pesmaster,https://www.pesmaster.com/s-araujo/pes-2018/player/63648/,63648,78 S. Araújo,AEK Athens FC,Other European Teams,Argentina,25,178,75,CF,,,,,,,,,,,,,,,85,83,73,68,80,69,84,,48,47,73,80,80,67,62,58,40,3,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/l-mancinelli/pes-2018/player/63655/,63655,64 L. Mancinelli,Club Olimpo,Argentine League,Argentina,28,168,68,RMF,,,,,,,,,,,,,,,63,60,72,74,62,67,63,,54,53,75,72,73,60,71,72,40,3,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/j-acosta/pes-2018/player/63665/,63665,70 J. Acosta,O'Higgins,Chilean League,Argentina,26,177,76,LWF,,,,,,,,,,,,,,,72,71,66,71,63,63,74,,52,60,74,82,79,69,66,67,40,3,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/alex/pes-2018/player/63666/,63666,69 Álex,Cádiz CF,Spanish 2nd division,Spain,25,183,69,AMF,,,,,,,,,,,,,,,74,68,79,75,62,70,79,,60,66,69,68,65,70,69,69,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/c-biraghi/pes-2018/player/63667/,63667,75 C. Biraghi,Fiorentina,Italian League,Italy,25,184,75,LB,,,,,,,,,,,,,,,68,67,70,72,55,62,70,,70,73,80,81,79,67,74,74,40,3,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/a-wakaso/pes-2018/player/63675/,63675,74 A. Wakaso,Vitória Guimarães,Portugal League,Ghana,25,180,76,DMF,,,,,,,,,,,,,,,72,70,74,70,54,56,58,,77,78,75,71,74,65,81,82,40,2,40,40,40,40,81,,,3,
pesmaster,https://www.pesmaster.com/ruben-fernandes/pes-2018/player/63676/,63676,70 Ruben Fernandes,Portimonense SC,Portugal League,Portugal,31,186,79,CB,,,,,,,,,,,,,,,66,67,68,69,64,64,67,,72,71,68,70,67,70,74,74,40,3,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/tomane/pes-2018/player/63677/,63677,72 Tómané,Tondela,Portugal League,Portugal,25,184,78,CF,,,,,,,,,,,,,,,74,73,70,64,76,49,62,,,44,78,74,71,60,81,85,40,2,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/l-labylle/pes-2018/player/63679/,63679,65 L. Labylle,VVV Venlo,Eredivisie,Belgium,26,174,72,LB,,,,,,,,,,,,,,,66,65,64,63,59,62,60,,63,57,67,76,73,63,74,66,40,1,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/s-sturaro/pes-2018/player/63686/,63686,77 S. Sturaro,Juventus,Italian League,Italy,24,181,82,CMF,,,,,,,,,,,,,,,74,72,75,74,66,58,73,,73,76,81,80,80,75,77,66,40,2,40,40,40,40,90,,,2,
pesmaster,https://www.pesmaster.com/antonio-carlos/pes-2018/player/63692/,63692,73 Antônio Carlos,Palmeiras,Brazilian League,Brazil,24,191,78,CB,,,,,,,,,,,,,,,68,67,68,69,59,61,59,,,78,75,74,71,60,79,77,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/ruben-vezo/pes-2018/player/63696/,63696,73 Rúben Vezo,Valencia CF,Spanish League,Portugal,23,183,80,CB,,,,,,,,,,,,,,,62,58,60,59,56,58,61,,75,73,69,80,77,64,83,84,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/geuvanio/pes-2018/player/63697/,63697,75 Geuvânio,C.R. Flamengo,Brazilian League,Brazil,25,175,62,RWF,,,,,,,,,,,,,,,75,82,72,68,69,68,72,,54,52,78,86,83,70,68,60,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/gilberto-junior/pes-2018/player/63702/,63702,73 Gilberto Junior,CR Vasco da Gama,Brazilian League,Brazil,24,181,68,RB,,,,,,,,,,,,,,,74,77,71,69,63,62,66,,65,67,73,78,80,71,67,68,40,2,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/luis-felipe/pes-2018/player/63704/,63704,68 Luís Felipe,Vitória Setúbal,Portugal League,Brazil,26,178,73,RB,,,,,,,,,,,,,,,72,72,66,71,57,56,61,,60,59,71,81,78,60,72,68,40,2,40,40,40,40,74,,,1,
pesmaster,https://www.pesmaster.com/daniel-bessa/pes-2018/player/63706/,63706,75 Daniel Bessa,Genoa,Italian League,Italy,24,178,75,CMF,,,,,,,,,,,,,,,82,80,78,74,69,73,74,,54,56,77,75,77,82,66,67,40,3,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/ezequiel/pes-2018/player/63708/,63708,72 Ezequiel,Cruzeiro EC,Brazilian League,Brazil,24,179,71,RB,,,,,,,,,,,,,,,70,73,69,73,60,60,71,,68,66,71,79,77,69,72,67,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/b-ogbeche/pes-2018/player/63711/,63711,73 B. Ogbeche,Willem II,Eredivisie,Nigeria,33,177,78,CF,,,,,,,,,,,,,,,75,74,66,65,74,59,70,,49,45,80,82,78,80,80,81,40,3,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/j-acuna/pes-2018/player/63714/,63714,69 J. Acuña,Albacete Balompié,Spanish 2nd division,Paraguay,29,175,75,CF,,,,,,,,,,,,,,,70,71,64,63,71,60,62,,47,50,69,76,82,64,78,74,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/l-pisculichi/pes-2018/player/63715/,63715,73 L. Pisculichi,Argentinos Juniors,Other Teams (Latin America),Argentina,33,178,77,AMF,,,,,,,,,,,,,,,77,76,79,81,74,79,80,,40,40,77,72,70,76,65,60,40,3,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/ivan-marcano/pes-2018/player/63718/,63718,80 Ivan Marcano,FC Porto,Portugal League,Spain,30,189,83,CB,,,,,,,,,,,,,,,72,66,78,74,57,57,63,,87,85,75,74,70,66,81,78,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/edu-ramos/pes-2018/player/63719/,63719,66 Edu Ramos,Córdoba CF,Spanish 2nd division,Spain,25,177,67,CMF,,,,,,,,,,,,,,,70,62,79,75,56,63,68,,63,68,67,67,68,73,65,57,40,2,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/j-correa/pes-2018/player/63721/,63721,69 J. Correa,CS Maritimo,Portugal League,Argentina,24,170,70,AMF,,,,,,,,,,,,,,,74,75,68,70,71,65,63,,45,41,71,80,75,67,69,72,40,2,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/f-fragapane/pes-2018/player/63725/,63725,66 F. Fragapane,Unión Santa Fe,Argentine League,Argentina,24,167,66,LWF,,,,,,,,,,,,,,,66,68,65,61,72,67,64,,51,53,69,75,78,70,66,78,40,3,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/geraldes/pes-2018/player/63726/,63726,70 Geraldes,Belenenses,Portugal League,Portugal,26,181,74,RB,,,,,,,,,,,,,,,70,67,70,70,59,60,65,,66,68,70,80,75,64,68,65,40,3,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/bryan/pes-2018/player/63729/,63729,72 Bryan,Cruzeiro EC,Brazilian League,Brazil,25,177,72,LB,,,,,,,,,,,,,,,70,71,66,70,70,73,75,,61,63,82,77,76,68,76,73,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/diego/pes-2018/player/63730/,63730,81 Diego,C.R. Flamengo,Brazilian League,Brazil,32,173,73,AMF,,,,,,,,,,,,,,,85,86,86,82,76,86,84,,50,45,72,70,73,90,75,70,40,2,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/c-molinaro/pes-2018/player/63734/,63734,75 C. Molinaro,Torino,Italian League,Italy,34,182,82,LB,,,,,,,,,,,,,,,72,73,73,75,57,56,67,,72,76,74,78,76,70,76,75,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/portu/pes-2018/player/63738/,63738,70 Portu,Girona FC,Spanish League,Spain,25,178,70,CMF,,,,,,,,,,,,,,,74,75,80,68,67,64,66,,50,59,70,72,74,75,64,69,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/p-ntep/pes-2018/player/63739/,63739,77 P. Ntep,AS Saint-Étienne,Ligue 1,France,25,180,82,LWF,,,,,,,,,,,,,,,79,87,73,66,67,71,62,,47,52,77,92,85,85,75,62,40,2,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/goncalo-brandao/pes-2018/player/63764/,63764,71 Gonçalo Brandão,Estoril Praia,Portugal League,Portugal,31,182,78,CB,,,,,,,,,,,,,,,64,59,69,67,55,65,59,,81,79,74,70,70,69,85,65,40,1,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/fransergio/pes-2018/player/63765/,63765,73 Fransérgio,S.C. Braga,Portugal League,Brazil,27,186,80,CMF,,,,,,,,,,,,,,,74,72,73,74,61,61,61,,68,71,75,74,72,74,79,75,40,3,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/o-viera/pes-2018/player/63771/,63771,65 O. Viera,Free,Position,Côte d'Ivoire,31,186,81,CB,,,,,,,,,,,,,,,58,52,61,53,54,50,47,,72,69,60,76,72,60,82,78,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/s-garcia/pes-2018/player/63807/,63807,73 S. García,Godoy Cruz,Argentine League,Uruguay,27,181,80,CF,,,,,,,,,,,,,,,74,73,69,68,77,73,69,,46,47,79,77,75,72,79,74,40,3,40,40,40,40,73,,,3,
pesmaster,https://www.pesmaster.com/m-bejarano/pes-2018/player/63816/,63816,68 M. Bejarano,Free,Position,Bolivia,29,172,70,LB,,,,,,,,,,,,,,,65,68,68,69,57,57,65,,73,72,61,70,65,75,62,63,40,2,40,40,40,40,85,,,2,
pesmaster,https://www.pesmaster.com/a-guerra/pes-2018/player/63837/,63837,70 A. Guerra,Free,Position,Venezuela,32,172,65,AMF,,,,,,,,,,,,,,,70,73,70,68,70,69,68,,62,58,75,76,78,66,66,69,40,3,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/o-vilchez/pes-2018/player/63849/,63849,71 Ó. Vílchez,Alianza Lima,Other Teams (Latin America),Peru,31,182,74,RMF,,,,,,,,,,,,,,,74,76,76,72,68,67,72,,64,62,76,72,73,60,75,65,40,2,40,40,40,40,79,,,2,
pesmaster,https://www.pesmaster.com/s-ribas/pes-2018/player/63858/,63858,70 S. Ribas,C.A. Patronato,Argentine League,Uruguay,29,189,80,CF,,,,,,,,,,,,,,,75,70,68,68,70,66,70,,58,58,76,68,68,70,75,73,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/jucilei/pes-2018/player/63898/,63898,75 Jucilei,São Paulo FC,Brazilian League,Brazil,29,185,79,DMF,,,,,,,,,,,,,,,76,74,76,75,60,50,63,,75,74,76,80,78,65,72,72,40,2,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/m-birighitti/pes-2018/player/63905/,63905,59 M. Birighitti,NAC Breda,Eredivisie,Australia,26,189,84,GK,,,,,,,,,,,,,,,58,60,58,60,40,55,45,,65,51,67,59,58,60,70,65,68,2,71,68,70,65,56,,,2,
pesmaster,https://www.pesmaster.com/m-urena/pes-2018/player/63911/,63911,71 M. Ureña,Free,Position,Costa Rica,27,181,75,SS,,,,,,,,,,,,,,,67,70,74,67,73,65,56,,56,53,72,86,81,75,65,68,40,2,40,40,40,40,79,,,2,
pesmaster,https://www.pesmaster.com/a-traore/pes-2018/player/64729/,64729,75 A. Traoré,Free,Position,Côte d'Ivoire,27,170,73,LB,,,,,,,,,,,,,,,70,68,70,65,54,45,60,,70,72,65,86,85,80,75,82,40,1,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/n-ansell/pes-2018/player/64730/,64730,68 N. Ansell,Tondela,Portugal League,Australia,23,188,80,CB,,,,,,,,,,,,,,,66,59,65,59,59,49,49,,75,70,73,74,68,64,80,78,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/t-juric/pes-2018/player/64749/,64749,67 T. Jurić,Free,Position,Australia,26,189,89,CF,,,,,,,,,,,,,,,73,70,66,64,73,60,63,,45,49,75,72,68,65,84,69,40,2,40,40,40,40,69,,,1,
pesmaster,https://www.pesmaster.com/a-mooy/pes-2018/player/64750/,64750,79 A. Mooy,Huddersfield Town,English League,Australia,27,175,69,CMF,,,,,,,,,,,,,,,78,78,82,80,70,74,74,,74,71,72,72,70,68,73,73,40,2,40,40,40,40,84,,,3,
pesmaster,https://www.pesmaster.com/nouh-al-mousa/pes-2018/player/64896/,64896,56 Nouh Al Mousa,Real Valladolid,Spanish 2nd division,Saudi Arabia,26,175,73,DMF,,,,,,,,,,,,,,,65,55,73,58,50,52,55,,54,53,51,75,76,57,60,44,40,1,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/a-al-sulaiheem/pes-2018/player/64924/,64924,65 A. Al Sulaiheem,Rayo Vallecano,Spanish 2nd division,Saudi Arabia,23,178,69,LMF,,,,,,,,,,,,,,,71,72,68,73,62,61,68,,60,64,67,71,68,60,72,66,40,3,40,40,40,40,68,,,3,
pesmaster,https://www.pesmaster.com/g-vizcarra/pes-2018/player/65044/,65044,66 G. Vizcarra,Free,Position,Bolivia,24,185,80,GK,,,,,,,,,,,,,,,58,54,62,71,41,64,45,,47,62,67,62,55,60,70,67,76,3,74,74,76,74,55,,,2,
pesmaster,https://www.pesmaster.com/j-nieto/pes-2018/player/65045/,65045,64 J. Nieto,Atlético Nacional,Other Teams (Latin America),Colombia,24,175,70,RMF,,,,,,,,,,,,,,,73,63,70,64,63,68,71,,60,67,73,63,74,60,70,69,40,3,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/s-ayala/pes-2018/player/65079/,65079,66 S. Ayala,Millonarios,Other Teams (Latin America),Colombia,22,181,78,CMF,,,,,,,,,,,,,,,65,66,69,72,59,65,70,,65,63,72,74,75,72,72,68,40,2,40,40,40,40,75,,,1,
pesmaster,https://www.pesmaster.com/d-gonzalez/pes-2018/player/65142/,65142,76 D. González,FC Dynamo Kyiv,Other European Teams,Paraguay,23,172,64,LWF,,,,,,,,,,,,,,,75,80,70,68,70,59,68,,48,52,70,86,85,83,61,71,40,1,40,40,40,40,78,,,1,
pesmaster,https://www.pesmaster.com/l-amarilla/pes-2018/player/65151/,65151,67 L. Amarilla,Vélez Sarsfield,Argentine League,Paraguay,22,182,73,CF,,,,,,,,,,,,,,,74,76,64,63,68,59,69,,43,48,73,78,76,66,71,72,40,2,40,40,40,40,70,,,3,
pesmaster,https://www.pesmaster.com/michael-santos/pes-2018/player/65258/,65258,73 Michael Santos,Sporting Gijón,Spanish 2nd division,Uruguay,24,174,68,CF,,,,,,,,,,,,,,,74,75,72,69,78,64,65,,58,56,74,75,73,73,72,56,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/f-avenatti/pes-2018/player/65264/,65264,67 F. Avenatti,Bologna,Italian League,Uruguay,24,196,86,CF,,,,,,,,,,,,,,,71,65,64,59,73,57,61,,,54,73,70,63,89,75,76,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/s-martinez/pes-2018/player/65276/,65276,69 S. Martínez,Belgrano,Argentine League,Uruguay,26,172,70,DMF,,,,,,,,,,,,,,,65,67,70,65,60,52,64,,68,77,76,76,75,73,80,72,40,2,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/m-olivera/pes-2018/player/65283/,65283,72 M. Olivera,Fiorentina,Italian League,Uruguay,25,181,72,LB,,,,,,,,,,,,,,,73,73,72,72,59,65,71,,67,72,74,76,75,66,72,71,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/d-riolfo/pes-2018/player/65288/,65288,65 D. Riolfo,Godoy Cruz,Argentine League,Uruguay,27,182,70,RMF,,,,,,,,,,,,,,,71,69,68,66,66,64,72,,48,50,69,71,75,83,64,72,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/a-figuera/pes-2018/player/65320/,65320,68 A. Figuera,Free,Position,Venezuela,28,172,67,DMF,,,,,,,,,,,,,,,68,64,69,63,64,66,68,,70,72,71,70,74,78,70,72,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/edu-campabadal/pes-2018/player/100001/,100001,68 Edu Campabadal,CD Lugo,Spanish 2nd division,Spain,24,178,77,RB,,,,,,,,,,,,,,,71,63,70,66,52,60,66,,69,71,70,72,74,70,67,63,40,2,40,40,40,40,75,,,1,
pesmaster,https://www.pesmaster.com/fran-cruz/pes-2018/player/100003/,100003,65 Fran Cruz,Lorca FC,Spanish 2nd division,Spain,26,187,77,CB,,,,,,,,,,,,,,,65,60,66,66,51,54,64,,71,73,63,67,65,60,74,75,40,1,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/dani-pinillos/pes-2018/player/100004/,100004,68 Dani Pinillos,Barnsley FC,English 2nd division,Spain,25,183,74,LB,,,,,,,,,,,,,,,67,70,65,72,56,60,62,,68,73,69,76,73,68,64,69,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/juan-carlos/pes-2018/player/100012/,100012,71 Juan Carlos,CD Lugo,Spanish 2nd division,Spain,29,187,82,GK,,,,,,,,,,,,,,,64,57,62,66,49,53,60,,56,58,77,63,66,62,72,74,81,1,78,77,81,80,69,,,2,
pesmaster,https://www.pesmaster.com/bernardo/pes-2018/player/100014/,100014,70 Bernardo,CD Lugo,Spanish 2nd division,Spain,24,190,83,CB,,,,,,,,,,,,,,,65,58,68,62,54,54,56,,,77,64,64,62,66,84,79,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/luso/pes-2018/player/100015/,100015,69 Luso,SD Huesca,Spanish 2nd division,Spain,33,183,75,DMF,,,,,,,,,,,,,,,68,56,72,66,59,62,61,,74,81,73,69,65,63,80,79,40,1,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/antonio-sillero/pes-2018/player/100017/,100017,64 Antonio Sillero,CF Reus Deportiu,Spanish 2nd division,Spain,24,181,77,GK,,,,,,,,,,,,,,,50,48,57,62,50,45,43,,45,44,68,44,49,66,68,77,72,1,70,68,72,75,65,,,3,
pesmaster,https://www.pesmaster.com/rafa-galvez/pes-2018/player/100020/,100020,64 Rafa Gálvez,Albacete Balompié,Spanish 2nd division,Spain,24,190,81,CMF,,,,,,,,,,,,,,,66,59,77,62,57,56,63,,71,76,71,68,56,58,89,65,40,1,40,40,40,40,74,,,1,
pesmaster,https://www.pesmaster.com/rene/pes-2018/player/100027/,100027,66 René,UD Almería,Spanish 2nd division,Spain,34,183,79,GK,,,,,,,,,,,,,,,57,59,61,69,52,54,61,,56,54,75,73,71,60,70,65,75,2,74,76,79,77,68,,,2,
pesmaster,https://www.pesmaster.com/jozabed/pes-2018/player/100035/,100035,73 Jozabed,Celta de Vigo,Spanish League,Spain,26,180,69,CMF,,,,,,,,,,,,,,,80,72,78,72,73,67,71,,57,73,71,68,69,72,67,66,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/servando-s/pes-2018/player/100040/,100040,65 Servando S.,Cádiz CF,Spanish 2nd division,Spain,33,182,75,CB,,,,,,,,,,,,,,,58,48,59,65,48,52,53,,72,69,71,67,68,54,72,86,40,1,40,40,40,40,80,,,1,
pesmaster,https://www.pesmaster.com/hugo-alvarez/pes-2018/player/100043/,100043,63 Hugo Álvarez,AD Alcorcón,Spanish 2nd division,Spain,32,183,72,CB,,,,,,,,,,,,,,,60,45,63,64,46,45,66,,72,69,71,66,68,63,80,79,40,1,40,40,40,40,68,,,1,
pesmaster,https://www.pesmaster.com/raul-garcia/pes-2018/player/100051/,100051,75 Raúl García,CD Leganés,Spanish League,Spain,28,175,72,LB,,,,,,,,,,,,,,,76,70,70,73,66,63,70,,69,70,73,77,79,65,72,70,40,1,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/unai-medina/pes-2018/player/100053/,100053,70 Unai Medina,CD Numancia,Spanish 2nd division,Spain,27,177,78,RB,,,,,,,,,,,,,,,67,65,65,58,57,58,60,,69,59,78,79,75,61,80,82,40,3,40,40,40,40,85,,,2,
pesmaster,https://www.pesmaster.com/manu-garcia/pes-2018/player/100061/,100061,76 Manu García,Alavés,Spanish League,Spain,31,182,74,DMF,,,,,,,,,,,,,,,76,69,76,68,63,65,65,,75,78,73,71,74,65,78,73,40,2,40,40,40,40,81,,,3,
pesmaster,https://www.pesmaster.com/m-quiroga/pes-2018/player/100065/,100065,63 M. Quiroga,Curicó Unido,Chilean League,Argentina,28,191,82,CF,,,,,,,,,,,,,,,64,65,66,57,67,59,52,,48,45,68,67,66,60,80,65,40,2,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/viguera/pes-2018/player/100066/,100066,71 Viguera,Sporting Gijón,Spanish 2nd division,Spain,30,184,80,CF,,,,,,,,,,,,,,,75,70,60,60,74,72,70,,43,54,79,69,68,65,77,71,40,4,40,40,40,40,70,,,1,
pesmaster,https://www.pesmaster.com/iriome/pes-2018/player/100080/,100080,66 Iriome,CD Lugo,Spanish 2nd division,Spain,30,185,79,RWF,,,,,,,,,,,,,,,72,74,67,60,64,64,60,,56,50,66,79,81,69,63,68,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/carlos-pita/pes-2018/player/100088/,100088,67 Carlos Pita,CD Lugo,Spanish 2nd division,Spain,33,187,81,CMF,,,,,,,,,,,,,,,66,60,78,72,64,65,69,,64,69,78,67,69,64,76,60,40,2,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/caio-secco/pes-2018/player/100090/,100090,65 Caio Secco,CD Feirense,Portugal League,Brazil,27,192,76,GK,,,,,,,,,,,,,,,51,51,50,52,45,45,45,,40,45,74,62,63,60,81,77,74,2,72,70,72,72,62,,,2,
pesmaster,https://www.pesmaster.com/a-ligi/pes-2018/player/100092/,100092,66 A. Ligi,Carpi FC,Italian 2nd division,Italy,28,191,83,CB,,,,,,,,,,,,,,,65,63,64,65,53,60,64,,70,73,71,68,66,52,76,74,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/l-del-prete/pes-2018/player/100094/,100094,70 L. Del Prete,Perugia,Italian 2nd division,Italy,31,180,77,RB,,,,,,,,,,,,,,,66,62,64,68,59,62,64,,63,70,67,77,76,74,74,77,40,3,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/m-cremonesi/pes-2018/player/100095/,100095,70 M. Cremonesi,Virtus Entella,Italian 2nd division,Italy,29,183,78,CB,,,,,,,,,,,,,,,67,63,69,69,57,58,64,,75,77,70,70,67,72,73,76,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/e-suagher/pes-2018/player/100096/,100096,71 E. Suagher,A.C. Cesena,Italian 2nd division,Italy,25,192,82,CB,,,,,,,,,,,,,,,65,62,64,60,57,54,58,,77,75,68,68,69,79,82,76,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/e-lamanna/pes-2018/player/100099/,100099,75 E. Lamanna,Genoa,Italian League,Italy,28,186,80,GK,,,,,,,,,,,,,,,52,48,56,58,46,50,52,,60,60,80,70,72,70,84,82,84,1,74,83,84,82,69,,,2,
pesmaster,https://www.pesmaster.com/alcala/pes-2018/player/100101/,100101,75 Alcalá,Girona FC,Spanish League,Spain,28,196,82,CB,,,,,,,,,,,,,,,63,61,65,66,56,51,61,,80,82,75,70,73,64,88,77,40,2,40,40,40,40,79,,,2,
pesmaster,https://www.pesmaster.com/a-brignoli/pes-2018/player/100103/,100103,69 A. Brignoli,Benevento Calcio,Italian League,Italy,26,188,80,GK,,,,,,,,,,,,,,,52,55,57,51,52,55,54,,56,56,64,63,61,63,72,78,79,2,75,76,79,75,64,,,2,
pesmaster,https://www.pesmaster.com/e-guarna/pes-2018/player/100105/,100105,66 E. Guarna,Foggia Calcio,Italian 2nd division,Italy,32,185,82,GK,,,,,,,,,,,,,,,43,42,46,43,44,42,45,,56,58,67,58,61,68,71,73,75,2,75,72,76,74,64,,,3,
pesmaster,https://www.pesmaster.com/l-crisetig/pes-2018/player/100108/,100108,76 L. Crisetig,Bologna,Italian League,Italy,24,183,80,DMF,,,,,,,,,,,,,,,77,69,79,79,63,70,69,,65,70,70,69,67,77,75,73,40,3,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/j-dezi/pes-2018/player/100111/,100111,74 J. Dezi,Parma Calcio 1913,Italian 2nd division,Italy,25,178,69,CMF,,,,,,,,,,,,,,,77,70,77,74,67,68,72,,66,64,70,75,75,73,68,63,40,3,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/d-cataldi/pes-2018/player/100112/,100112,75 D. Cataldi,Benevento Calcio,Italian League,Italy,23,180,75,CMF,,,,,,,,,,,,,,,78,76,80,77,62,70,72,,63,66,78,73,75,75,70,65,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/s-pettinari/pes-2018/player/100114/,100114,66 S. Pettinari,Pescara,Italian 2nd division,Italy,25,185,76,CF,,,,,,,,,,,,,,,69,67,65,62,69,60,65,,50,52,71,77,75,66,74,70,40,3,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/s-bidaoui/pes-2018/player/100115/,100115,64 S. Bidaoui,Avellino,Italian 2nd division,Morocco,27,168,63,LWF,,,,,,,,,,,,,,,70,70,65,62,62,64,67,,48,50,68,75,74,72,67,66,40,3,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/f-bernardeschi/pes-2018/player/100117/,100117,83 F. Bernardeschi,Juventus,Italian League,Italy,23,183,75,RWF,,,,,,,,,,,,,,,83,85,79,74,76,80,82,,51,53,83,83,85,78,74,67,40,3,40,40,40,40,82,,,2,
pesmaster,https://www.pesmaster.com/victor-diaz/pes-2018/player/100121/,100121,75 Víctor Díaz,Granada CF,Spanish 2nd division,Spain,29,183,72,RB,,,,,,,,,,,,,,,73,64,72,68,62,56,69,,73,76,65,74,71,64,73,85,40,2,40,40,40,40,86,,,2,
